customer_id,product_id,quantity,masterCategory,productDisplayName,articleType
386,28346,1,Accessories,Idee Men Brown Sunglasses,Sunglasses
386,30937,1,Apparel,Fabindia Women Printed Green Kurti,Kurtis
386,41302,1,Apparel,Gini and Jony Girls Blue Saloppette,Dresses
392,2007,1,Apparel,ADIDAS Mens Full Black T-shirt,Tshirts
392,30914,1,Apparel,Fabindia Women Purple Kurti,Kurtis
392,45020,1,Accessories,Maxima Aqua Men White Dial Watch,Watches
392,51359,1,Apparel,Spykar Women Blue Washed Capri,Capris
399,9580,1,Accessories,Puma Unisex Flow Black Backpacks,Backpacks
401,50442,1,Apparel,Chromozome Men Blue Pack of 2 Briefs,Briefs
406,1807,1,Apparel,Quechua Men G1 Techfresh Red T-shirt,Tshirts
406,12870,1,Footwear,Lee Cooper MenCasual Black Shoes,Casual Shoes
406,14690,1,Apparel,Basics Men Grey Trousers,Trousers
406,15332,1,Apparel,Nike Men Solid Off-White Track Pants,Track Pants
406,45898,1,Accessories,Maxima Women White Dial Watch,Watches
406,56025,1,Personal Care,Colorbar Soft Touch Drama Lipstick 027,Lipstick
407,9476,1,Apparel,John Miller Men Blue Check Shirt,Shirts
408,6214,1,Apparel,Lee Men's Striper Green Navy T-shirt,Tshirts
423,54943,1,Apparel,Do u speak green Men Green T-shirt,Tshirts
426,23796,1,Footwear,Clarks Women Black Leather Ballerinas,Flats
439,46807,1,Footwear,Nike Men Grey Sports Shoes,Sports Shoes
445,23738,1,Accessories,Ray-Ban Women Jackie Sunglasses,Sunglasses
445,46348,1,Apparel,Locomotive Men Blue Check Shirt,Shirts
449,7305,1,Apparel,UCB Women Racer Back Pink Top,Tops
460,4096,1,Apparel,Classic Polo Men's Black With Blue White Stripes T-shirt,Tshirts
463,59665,1,Apparel,FNF Pink & Yellow Printed Evening Wear Sari,Sarees
465,2015,1,Apparel,ADIDAS Mens Classic Collar Black Polo T-shirt,Tshirts
465,5493,1,Apparel,Mr.Men Men's Cool Soft Grey T-shirt,Tshirts
465,14933,1,Apparel,Status Quo Men Check Navy Blue Shorts,Shorts
479,50214,1,Accessories,Stoln Women Brown Belt,Belts
479,54878,1,Accessories,Ivory Tag Women Earthy Crust White Necklace,Necklace and Chains
480,32428,1,Apparel,ADIDAS Men Red Jersey,Tshirts
483,2157,1,Apparel,Basics Men Yellow Polo T-shirt,Tshirts
483,10437,1,Apparel,Flying Machine Men HS Green Shirts,Shirts
483,16434,1,Apparel,Levi's Men Printed Purple Tshirts,Tshirts
483,17394,1,Accessories,Reid & Taylor Men Solid Brown Socks,Socks
491,36213,1,Apparel,Gini And Jony Girls Striped Green Top,Tops
491,37405,1,Accessories,Murcia Women Brown Handbag,Handbags
526,3716,1,Apparel,Lee Men's Black Polo T-shirt,Tshirts
526,25165,1,Accessories,Lino Perros Women Leatherite Black Handbag,Handbags
537,6387,1,Footwear,Puma Men's Trim Mesh Navy White Shoe,Sports Shoes
543,15270,1,Footwear,ADIDAS Originals Women Top Ten low Sleek Pink Casual Shoes,Casual Shoes
548,16537,1,Accessories,Probase Men Check Blue Cap,Caps
548,28081,1,Apparel,Jockey MODERN CLASSIC Men Grey Y Front Briefs 2007,Briefs
548,40464,1,Footwear,Fila Men Trofeo White Sports Shoes,Sports Shoes
548,49489,1,Footwear,Vans Men Black & Blue Mid Skool Shoes,Casual Shoes
548,57302,1,Footwear,Rocia Women Black Wedges,Heels
548,59749,1,Apparel,Avirate White Nightdress,Nightdress
552,48526,1,Footwear,Calvin Klein Men Brown Flip Flops,Flip Flops
553,6570,1,Apparel,Inkfruit Men's Krishna Lemon Yellow T-shirt,Tshirts
553,37965,1,Footwear,Clarks Women Santa Rock Black Leather Flats,Heels
558,12260,1,Apparel,Genesis Blue Striped Formal Shirt,Shirts
585,11144,1,Apparel,Scullers Men Price Catch Black Shirts,Shirts
585,24574,1,Apparel,Lee Men Neo Blue Polo T-shirt,Tshirts
585,47266,1,Apparel,FCUK Underwear Men White Striped Brief,Briefs
585,50385,1,Apparel,Vishudh Women Pink Salwar and Dupatta,Salwar and Dupatta
600,6005,1,Apparel,Highlander Men Red Blue Checked Slim Fit Shirt,Shirts
600,54302,1,Apparel,Garfield Women Pink & Red Bra,Bra
601,6893,1,Apparel,Forever New Women Straps Black Dress,Dresses
601,44482,1,Footwear,Gliders Men Brown Shoes,Casual Shoes
603,46777,1,Personal Care,Euroluxe Men Conquest Perfume,Perfume and Body Mist
604,23072,1,Apparel,Arrow Men Navy Blue Solid Trousers,Trousers
604,40690,1,Footwear,Numero Uno Men Black Formal Shoes,Formal Shoes
610,58259,1,Accessories,Baggit Women Olive Sling Bag,Handbags
611,37161,1,Apparel,United Colors of Benetton Women Black Top,Tops
620,22490,1,Footwear,ADIDAS Women Laosand Pink Flip Flops,Flip Flops
624,20341,1,Apparel,Proline Men Solid Grey Sweatshirt,Sweatshirts
625,31721,1,Accessories,Fabindia Women Anusuya Silver Earrings,Earrings
631,4458,1,Apparel,Nike Men's Graphic White Blue T-shirt,Tshirts
631,43778,1,Accessories,Royal Diadem Earrings,Earrings
631,56024,1,Personal Care,Colorbar Soft Touch Spirit Lipstick 028,Lipstick
632,5906,1,Footwear,Puma Men's Yugo Run Black Shoe,Casual Shoes
632,15210,1,Apparel,Arrow Sport Men Solid Green Polo Tshirts,Tshirts
632,15825,1,Apparel,Facit Men Sportz Red Innerwear Vest,Innerwear Vests
632,16950,1,Accessories,Image Men Sunglasses,Sunglasses
632,19770,1,Footwear,ADIDAS Men Feather Black Sandals,Sandals
632,20374,1,Apparel,Urban Yoga Women Printed Black Tshirt,Tshirts
632,25139,1,Accessories,Lino Perros Women Bronze Clutch,Clutches
632,35446,1,Apparel,Doodle Girls Printed Peach Top,Tops
632,37709,1,Footwear,Fila Men Black Top Fuel Sports Shoes,Sports Shoes
632,43103,1,Personal Care,Reebok Men Reehypnotise Deo,Deodorant
632,48033,1,Accessories,Nautica Men Black Dial Chronograph Watch,Watches
632,55449,1,Personal Care,Revlon Plum Sexxxy Honey Kiss Lipstick 08,Lipstick
637,16392,1,Apparel,Levis Men Check Red Shirts,Shirts
637,17136,1,Accessories,Lino Perros Women Flower Black Handbag,Handbags
637,42650,1,Apparel,Alma Women Red Printed Kurta,Kurtas
637,48097,1,Apparel,French Connection Women Green Trousers,Trousers
638,11100,1,Apparel,Indigo Nation Men Stripes Purple Shirts,Shirts
638,26917,1,Apparel,Jealous 21 Women Printed Purple Top,Tops
638,29297,1,Apparel,Wrangler Women Birdy Tee Black T-shirt,Tshirts
643,12823,1,Footwear,Lotto Men Dynamo Yellow Casual Shoes,Casual Shoes
646,12510,1,Footwear,Red Tape Men Casual Grey Casual Shoes,Casual Shoes
646,17012,1,Footwear,Rocia Women Brown Heels,Flats
646,22787,1,Apparel,Deni Yo Men Washed Blue Jeans,Jeans
646,23325,1,Apparel,W Women Brown Printed Kurta,Kurtas
646,23337,1,Apparel,W Women Brown Dupatta,Dupatta
646,48349,1,Accessories,Pitaraa Women Pink Clutch,Clutches
651,12008,1,Apparel,Mark Taylor Men Green Striped Shirt,Shirts
651,13992,1,Footwear,Puma Women Body Train Grey Sports Shoes,Sports Shoes
651,17149,1,Accessories,United Colors of Benetton Unisex Blended Grey Backpack,Backpacks
651,19650,1,Apparel,United Colors of Benetton Women Solid Purple Top,Tops
651,21013,1,Accessories,Fastrack Women Leatherette Brown Wallet,Wallets
651,27810,1,Accessories,Bulchee Men Brown And Black Reversible Belt,Belts
651,31111,1,Apparel,Gini and Jony Boys Solid Black Jeans,Jeans
651,43870,1,Accessories,Royal Diadem White Earrings,Earrings
654,13901,1,Footwear,Nike Men Sweet Classic High Black Casual Shoes,Casual Shoes
661,11958,1,Footwear,Ganuchi Men Casual Black Casual Shoes,Casual Shoes
661,12421,1,Footwear,Timberland Women Casual Beige Casual Shoes,Casual Shoes
661,12980,1,Footwear,ADIDAS Mens Calo Lea M Brown Flip Flops,Flip Flops
661,21185,1,Footwear,ADIDAS Men Classroom White Flip Flops,Flip Flops
661,40763,1,Accessories,Quiksilver Men White & Black Base Satchel Bag,Messenger Bag
661,43083,1,Apparel,Nike Women Black  Track Pants,Track Pants
661,51075,1,Free Items,Satya Paul Cream and Brown Saree,Free Gifts
661,52154,1,Apparel,Femella Women Cream Top,Tops
661,55532,1,Personal Care,Revlon Touch And Glow Golden Mist Moisturising Make up 07,Foundation and Primer
661,56470,1,Personal Care,Streetwear Magenta Nail Polish 59,Nail Polish
665,21886,1,Apparel,BIBA Women Printed Pink Kurta,Kurtas
665,46948,1,Personal Care,York Women Love Series Perfume,Perfume and Body Mist
670,3259,1,Footwear,Puma Men's Basket White Green Shoe,Casual Shoes
670,4200,1,Apparel,Disney Kids Boy's Blue Champs Kidswear,Tshirts
670,50640,1,Apparel,Chromozome Men Charcoal Innerwear Vest,Innerwear Vests
679,2207,1,Apparel,ADIDAS Men Stripe Blue T-shirt,Tshirts
679,17833,1,Footwear,Nike Men Black Air Endurance Sports Shoes,Sports Shoes
679,23571,1,Personal Care,Boss Men HB Collectors Perfume,Perfume and Body Mist
679,27381,1,Personal Care,Jovan Women White Musk Deo,Deodorant
679,27402,1,Apparel,Jockey Essence Jane Black Bra,Bra
679,39585,1,Footwear,Catwalk Women Black Flats,Heels
687,30305,1,Apparel,Myntra Men I M The Captain Off White T-shirt,Tshirts
689,5438,1,Apparel,Ant Kids Girl's Humming Birds Blue Kidswear,Tshirts
689,19997,1,Apparel,United Colors Of Benetton Men White T-shirt,Tshirts
689,38326,1,Apparel,Hannah Montana Girls Pink Printed Top,Tops
698,22372,1,Apparel,Mark Taylor Men White Striped Red Shirt,Shirts
703,22059,1,Apparel,Vishudh Women Printed Brown Kurta,Kurtas
720,6530,1,Apparel,Nike Women's Power Sphere Polo T-shirt,Tshirts
720,6902,1,Apparel,Tantra Women's Road Signs Purple T-shirt,Tshirts
720,11347,1,Apparel,Lee Men Elvira Rinse Blue Chicago Fit Jeans,Jeans
720,22368,1,Apparel,Ed Hardy Men Diving Dragon Peach T-Shirt,Tshirts
720,37613,1,Apparel,Madagascar3 Girls Purple Printed T-Shirt,Tshirts
720,45885,1,Accessories,Maxima Men Black Dial Watch,Watches
723,2025,1,Apparel,ADIDAS Mens Full Grey T-shirt,Tshirts
723,9943,1,Apparel,Probase Men Last Week Green Tshirts,Tshirts
723,38584,1,Apparel,Nike Men Printed Green T-shirt,Tshirts
730,15406,1,Footwear,FILA Men FILA Boston White Sports Shoes,Sports Shoes
731,31845,1,Accessories,Titan Obahu Men Black Dial Watch,Watches
731,36883,1,Accessories,Fossil Men Brown Ashton Belt,Belts
731,50976,1,Apparel,Enamor Petal Pink Bra,Bra
732,31233,1,Apparel,Puma Men Navy Blue and White Striped Polo neck T-shirt,Tshirts
732,32523,1,Personal Care,Tonino Lamborghini Feroce For Men Fragrance Gift Set,Fragrance Gift Set
732,37793,1,Apparel,John Players Men Blue Striped Shirt,Shirts
732,59969,1,Apparel,Avirate Black Dress,Dresses
740,16956,1,Accessories,Image Men Classic Eyewear Brown Sunglasses,Sunglasses
740,37308,1,Accessories,CASIO Edifice Men Silver-Toned Analogue & Digital Watch ED240,Watches
740,47299,1,Accessories,Baggit Women Beige Doodle Jhuti Mobile Pouch,Mobile Pouch
741,5175,1,Apparel,Inkfruit Women's Face Book White T-shirt,Tshirts
742,7341,1,Apparel,Tantra Men Brown T-shirt,Tshirts
742,9689,1,Apparel,Classic Polo Men Ikon Blue Polo Tshirts,Tshirts
742,12638,1,Apparel,Probase Men Solid Maroon Tshirts,Tshirts
742,17389,1,Accessories,Reid & Taylor Men Solid Red Socks,Socks
742,30852,1,Apparel,Fabindia Women Printed Beige Kurta,Kurtas
742,34035,1,Apparel,Gini and Jony Boys Check Navy Blue Shirt,Shirts
742,56812,1,Apparel,Aneri Women Multi Coloured Kurti,Kurtis
759,8240,1,Accessories,Fastrack Women Mustard Sling Bag,Handbags
759,44859,1,Apparel,Puma Men Black Ferrari Polo T-shirt,Tshirts
759,44963,1,Free Items,Maxima Men Gold Dial Watch,Free Gifts
767,14462,1,Footwear,Enroute Women Casual Gold Peep Toes,Heels
767,42520,1,Apparel,Mother Earth Men Maroon Shirt,Shirts
781,17058,1,Accessories,Lino Perros Women Graphic Black Belt,Belts
781,26539,1,Footwear,ID Men White & Black Shoes,Casual Shoes
781,44101,1,Personal Care,Boss Men Soul Perfume,Perfume and Body Mist
786,7809,1,Footwear,Puma Men's Mid Evo Leather Black Shoe,Casual Shoes
796,3353,1,Apparel,Myntra Men's I am a nice guy Navy Blue T-shirt,Tshirts
796,53083,1,Accessories,Fabindia Silver Pendant,Pendant
799,19993,1,Apparel,United Colors Of Benetton Men Black T-shirt,Tshirts
799,40697,1,Footwear,Numero Uno Men Grey Flip Flop,Flip Flops
799,50028,1,Apparel,Hanes Women Assorted Lounge Shorts,Lounge Shorts
800,4159,1,Footwear,Nike Men's Air Coutblastic Grey White Black Shoe,Sports Shoes
800,11218,1,Accessories,Esprit Men Gran Orbus Black Steel Watches,Watches
800,22613,1,Apparel,Nike Men Grey T-shirt,Tshirts
806,18196,1,Apparel,Highlander Men Solid Brown Trouser,Trousers
806,47651,1,Apparel,Femella Women Grey Lace Dress,Dresses
806,52417,1,Apparel,Red Rose Women Red Pyjama Set,Night suits
829,13744,1,Apparel,Belmonte Men Solid Black Shirts,Shirts
829,25966,1,Apparel,Femella Women Brown Dress,Dresses
829,30102,1,Apparel,Flying Machine Men Blue Jeans,Jeans
829,38365,1,Accessories,Peter England Men Black Wallet,Wallets
832,14349,1,Footwear,Catwalk Women Casual Gold Flats,Heels
832,53689,1,Accessories,Kiara Women Yellow & Black Handbag,Handbags
835,9227,1,Apparel,Mark Taylor Men Plain Blue Shirts,Shirts
835,49240,1,Accessories,Arrow Men Blue Cap,Caps
840,9814,1,Footwear,Hush Puppies Men Chevelle Black Formal Shoes,Formal Shoes
840,23173,1,Apparel,Mark Taylor Men Grey Printed T-shirt,Tshirts
840,29616,1,Apparel,Indigo Nation Men Maroon Shirt,Shirts
840,50172,1,Footwear,Rocia Women Multi- Coloured Shoes,Flats
844,11686,1,Apparel,Lee Men Blue & Green Striped Shirt,Shirts
844,14625,1,Apparel,United Colors of Benetton Men Washed Blue Jeans,Jeans
844,40617,1,Apparel,Span Women Green Kurta,Kurtas
848,4628,1,Footwear,ADIDAS Men Terra Lea Brown Sandal,Sandals
848,10794,1,Apparel,Wrangler Men Warnick Square Block Navy Blue Shirts,Shirts
848,27001,1,Apparel,Jealous 21 Women Washed Light Blue Jeans,Jeans
848,49585,1,Footwear,Catwalk Women Beige Heels,Heels
849,13582,1,Apparel,Hanes Men Pack of 2 Half Contrast Piping Ringer T-shirts,Innerwear Vests
849,29709,1,Apparel,John Miller Men Striped Green Shirt,Shirts
849,30289,1,Accessories,Speedo Men Sheet Sunglasses,Sunglasses
849,57869,1,Personal Care,Biotique Bio Saffron Dew Face & Body Cream,Face Moisturisers
850,48117,1,Accessories,Fossil Women Silver Sasha Belt,Belts
852,14712,1,Apparel,Genesis Off-White Formal Shirt,Shirts
858,10126,1,Footwear,Reebok Men Runtone Action White Sports Shoes,Sports Shoes
858,15850,1,Footwear,Warner Bros Kids Unisex TJ Playlogs Blue Sandals,Sandals
858,16808,1,Apparel,Locomotive Men Check Brown Shirt,Shirts
858,52223,1,Accessories,Lencia White Swarovski Pearl Necklace,Necklace and Chains
859,48899,1,Accessories,Lucera Women Silver Pendant with Chain,Pendant
866,42085,1,Footwear,ADIDAS Men White Sports Shoes,Sports Shoes
871,27607,1,Apparel,Scullers Men Cream Trousers,Trousers
