product_id,masterCategory,articleType,productDisplayName,item_price,quantity
1787,Footwear,Sports Shoes,Lotto Men Court Logo White-Silver Shoe,124221,146
1788,Footwear,Sports Shoes,Lotto Men's Court-White-Blue Shoe,200632,95
1789,Footwear,Sports Shoes,Lotto Men OSLO Grey-Orange Shoe,231635,145
1790,Accessories,Backpacks,Quechua Unisex Ultralight Beige Bag,197892,135
1791,Accessories,Backpacks,Quechua 10L Black Bag,138021,116
1792,Accessories,Backpacks,Newfeel Marine Blue Bag,336197,157
1793,Accessories,Backpacks,Quechua 10L Green Bag,307026,106
1794,Accessories,Backpacks,Newfeel Brown 22L Bag,252390,132
1795,Accessories,Backpacks,Newfeel 22L Black Bag,229291,107
1796,Apparel,Tshirts,Domyos Men Performance Blue T-shirt,203409,34
1798,Apparel,Tshirts,Domyos Men Slt Compression T-shirt,156357,22
1799,Apparel,Track Pants,Domyos Men Blue & White Tracksuit,314898,46
1800,Accessories,Backpacks,Quechua Unisex Black Solid Backpack,213181,107
1801,Accessories,Backpacks,Quechua Women 10L Pink Bag,216708,126
1802,Footwear,Sports Shoes,Quechua Men's Arpenaz Flex Yellow Shoe,382392,131
1803,Apparel,Tshirts,Tribord Unisex Black T-shirt,215582,45
1804,Apparel,Shorts,Kalenji Men Essential Baggy Black Shorts,411443,30
1805,Footwear,Casual Shoes,Quechua Men Forclaz 1OO Beige Shoe,183948,140
1806,Footwear,Sandals,Quechua Men Arpenaz Brown Sandal,352628,36
1807,Apparel,Tshirts,Quechua Men G1 Techfresh Red T-shirt,511811,41
1808,Accessories,Water Bottle,Quechua Aluminium Print Water Bottle,111325,37
1809,Apparel,Tshirts,Decathlon Profilter Women Blue T-shirt,354612,46
1810,Apparel,Tshirts,Tribord Profilter Red Men T-shirt,157051,34
1811,Apparel,Tshirts,Solognac Men Orange T-shirt,199323,41
1812,Apparel,Tshirts,Solognac Men Green T-shirt,122792,40
1813,Apparel,Tshirts,Solognac Men Dark Blue T-shirt,282658,49
1814,Apparel,Tshirts,Solognac Men Chocolate Brown  T-shirt,449422,52
1827,Footwear,Sports Shoes,Nike Men's Downshifter White/Blue Shoe,131362,104
1828,Footwear,Sports Shoes,Nike Men's Air Afterburner Shoe,299724,76
1831,Footwear,Sports Shoes,Nike Men's Air Impetus Shoe,483396,98
1832,Footwear,Sports Shoes,Nike Lunarswift Shoe,162360,128
1833,Footwear,Sports Shoes,Nike Men's Ballista Shoe,176284,107
1836,Footwear,Sports Shoes,Nike Air Visi Sleek Shoes,340022,103
1841,Footwear,Sports Shoes,Puma Men's Calibre Convertible Spike Shoe,307775,101
1842,Footwear,Sports Shoes,Puma Men's Calibre Rubber Shoe,302595,92
1844,Apparel,Tshirts,Inkfruit Mens D day T-shirt,175493,31
1845,Apparel,Tshirts,Inkfruit Mens Surfer T-shirt,347284,31
1846,Apparel,Tshirts,Inkfruit Men Buddha Bless You T-shirt,293779,75
1847,Apparel,Tshirts,Inkfruit Mens Messy T-shirt,169500,38
1848,Apparel,Tshirts,Inkfruit Men Wolf,258650,42
1849,Apparel,Tshirts,Inkfruit Mens Unbreakable Mumbai T-shirt,250714,47
1852,Apparel,Tshirts,Inkfruit Men Ride It Or Die T-shirt,205124,38
1853,Apparel,Tshirts,Inkfruit Mens Little Bit More T-shirt,289491,35
1854,Apparel,Tshirts,Inkfruit Mens Pencho T-shirt,311437,54
1855,Apparel,Tshirts,Inkfruit Mens Chain Reaction T-shirt,167038,47
1856,Apparel,Tshirts,Inkfruit Men Rebel Without a Clue T-shirt,322642,43
1857,Apparel,Tshirts,Inkfruit Mens Life After Midnight T-shirt,377565,42
1859,Apparel,Tshirts,Inkfruit Men Eye Opener T-shirt,258869,30
1860,Apparel,Tshirts,Inkfruit Mens Shiva T-shirt,195165,62
1861,Apparel,Tshirts,Inkfruit Men Graff Wars T-shirt,408810,43
1862,Apparel,Tshirts,Inkfruit Mens Urban Warfare T-shirt,158557,37
1863,Apparel,Tshirts,Inkfruit Men Night Wolf T-shirt,451896,43
1865,Apparel,Tshirts,Inkfruit Men Operation Kick,271356,28
1866,Apparel,Tshirts,Inkfruit Mens My Pet T-shirt,440684,66
1867,Apparel,Tshirts,Inkfruit Men Nayak Nahi T-shirt,364668,24
1868,Apparel,Tshirts,Inkfruit Mens Facebook Like T-shirt,176150,32
1869,Apparel,Tshirts,FIFA Mens 1904 Navy Blue T-shirt,320658,35
1870,Apparel,Tshirts,FIFA Mens 1990 World Cup Black T-shirt,266729,45
1871,Apparel,Tshirts,FIFA Mens 1990 World Cup White T-shirt,91174,36
1872,Apparel,Tshirts,FIFA Mens 1962 World Cup White T-shirt,279074,70
1875,Apparel,Tshirts,FIFA Mens 1990 World Cup Edition T-shirt,296388,41
1876,Apparel,Tshirts,FIFA Mens Mexican Wave White T-shirt,490874,33
1877,Apparel,Tshirts,FIFA Mens Mexican Wave Grey T-shirt,181302,37
1879,Apparel,Tshirts,FIFA Mens 1982 Spain Red T-shirt,317828,49
1880,Apparel,Tshirts,FIFA Mens World Cup Champions Black T-shirt,154844,44
1881,Apparel,Tshirts,FIFA Mens France 1938 Grey T-shirt,134257,60
1882,Apparel,Tshirts,FIFA Mens Code Collection Red T-shirt,304442,33
1883,Apparel,Track Pants,FIFA Mens Heritage Collection Grey Track Pants,269436,23
1884,Apparel,Track Pants,FIFA Mens 1905 Heritage Collection Track Pants,147686,42
1885,Apparel,Shorts,FIFA Mens 1904 Heritage Shorts,345407,69
1886,Apparel,Tshirts,FIFA Mens Red Card Grey T-shirt,101012,41
1887,Apparel,Tshirts,FIFA Mens Essentials Green T-shirt,240150,44
1888,Apparel,Tshirts,FIFA Mens Essentials Black T-shirt,163260,38
1889,Apparel,Tshirts,Fifa Men Essentials Navy Blue T-shirt,276893,27
1890,Apparel,Tshirts,FIFA Mens Essentials Red T-shirt,232469,32
1891,Apparel,Tshirts,FIFA Mens Essentials White T-shirt,338978,22
1892,Apparel,Sweatshirts,FIFA Men Full Sleeves Hoody Sweatshirt,246441,34
1895,Apparel,Sweatshirts,FIFA Men Full Sleeves Hoody Sweatshirt,95737,35
1897,Apparel,Tshirts,FIFA Men Germany Blue Jersey,489977,37
1902,Apparel,Tshirts,FIFA Men Blue Jersey,212813,27
1903,Apparel,Tshirts,FIFA Men Brazil Yellow Jersey,352674,28
1904,Apparel,Tshirts,FIFA Men Brazil Blue & Yellow Jersey,269738,36
1905,Apparel,Tshirts,FIFA Mens 1904 Football Federation T-shirt,265141,52
1906,Apparel,Tshirts,FIFA Mens 1905 Football Federation T-shirt,145081,28
1907,Apparel,Tshirts,Nike Mens Classic Black T-shirt,348996,36
1909,Apparel,Tshirts,Nike Mens Classic Sportswear T-shirt,95968,36
1910,Apparel,Tshirts,Nike Men's Classic Patterned T-shirt,155819,35
1911,Apparel,Tshirts,Nike Mens Manchester United Blues T-shirt,371772,31
1912,Apparel,Tshirts,Nike Mens Running White T-shirt,127226,39
1913,Apparel,Tshirts,Nike Mens Seize Victory Black T-shirt,551589,35
1915,Accessories,Water Bottle,Quechua Yellow Sipper,155035,44
1916,Footwear,Sports Shoes,Puma Men's Game Point Shoes,164944,94
1917,Footwear,Casual Shoes,Puma Men White Sneakers,271269,100
1918,Accessories,Backpacks,Domyos 300 Blue Bag,112165,118
1919,Footwear,Casual Shoes,Puma Men's Choco Brown Casual Shoes,164975,115
1920,Footwear,Casual Shoes,Puma Men Graffiti FX Shoes,220773,101
1922,Apparel,Tshirts,Puma Mens Slim Fit Black Polo T-shirt,271304,36
1923,Footwear,Sports Shoes,Kalenji Women Running Shoe,256542,104
1924,Apparel,Tshirts,Puma Mens Racing White T-shirt,77878,43
1925,Accessories,Backpacks,Quechua Black Bag,252468,94
1926,Apparel,Tshirts,Puma Mens Ocean Racing Blues T-shirt,201748,32
1927,Accessories,Backpacks,Domyos Navy Blue Bag,215462,121
1928,Apparel,Tshirts,Puma Mens One Love T-shirt,179652,30
1929,Footwear,Sports Shoes,Quechua Men's Lighweight Black Shoe,206138,120
1930,Accessories,Backpacks,Quechua 22L Red Bag,143082,91
1931,Apparel,Tshirts,Puma Men's Jamaica Jam Navy Blue T-shirt,329512,26
1932,Footwear,Casual Shoes,Quechua Women Arpenaz Flex Grey Shoe,204244,148
1933,Accessories,Backpacks,Quechua Arpenaz 20L Dark Grey Bag,121469,96
1934,Accessories,Backpacks,Quechua Forclaz 25L Air Purple Backpack,242446,98
1935,Accessories,Backpacks,Quechua 22L Blue Bag,333845,116
1936,Accessories,Backpacks,Quechua Arpenaz 30L Brown Bag,401919,109
1937,Footwear,Sports Shoes,Kalenji Women Black Pink Shoe,214110,106
1938,Apparel,Tshirts,Puma Men's Jamaica Jam Blues T-shirt,206084,54
1939,Accessories,Handbags,Geonaute Women Large Outdoor Bag Bag,237619,94
1941,Accessories,Handbags,Domyos Brown Bag,149616,125
1942,Apparel,Tshirts,Puma Mens Reggae All Night White T-shirt,161872,28
1943,Accessories,Duffel Bag,Domyos Grey Duffle Duffle Bag,329615,111
1944,Apparel,Tshirts,Puma Mens Reggae All Night Blues T-shirt,212513,31
1945,Apparel,Tshirts,Puma Mens Reggae All Night Green T-shirt,190418,52
1946,Apparel,Tshirts,Puma Mens One Love Reggae Polo T-shirt,108206,37
1947,Apparel,Tshirts,Puma Mens Cricket Way of Life T-shirt,365131,51
1948,Apparel,Tshirts,Puma Mens Keyboard Sidebar Black Polo T-shirt,182513,30
1949,Apparel,Tshirts,Puma Mens Keyboard Sidebar White Polo T-shirt,126411,39
1950,Apparel,Tshirts,Puma Mens Colour Splash T-shirt,233177,23
1951,Footwear,Sports Shoes,Puma Women Eco Funky Shoes,328007,118
1962,Footwear,Sports Shoes,ADIDAS Men's Duramo Leather Shoe,165533,132
1963,Footwear,Sports Shoes,ADIDAS Men's Azaro White Shoe,259936,99
1964,Footwear,Casual Shoes,ADIDAS Men's Blue Canvas Shoe,102917,106
1966,Apparel,Tshirts,Domyos Mens Compression Black T-shirt,160453,55
1972,Apparel,Tshirts,Kalenji Mens White T-shirt,272084,35
1973,Apparel,Tshirts,Quechua Mens Brown T-shirt,184884,39
1976,Apparel,Shorts,Tribord Mens Short Cargo Shorts,330697,35
1977,Apparel,Shorts,Tribord Mens Grey Cargo Shorts,157775,84
1978,Apparel,Tops,Puma Women Yellow Sleeveless Top,321227,38
1981,Apparel,Shorts,Puma Women's Island Green Shorts,112515,40
1982,Apparel,Shorts,Puma Women's Island Shorts Purple,236933,32
1983,Apparel,Tshirts,ADIDAS Women Graphic Blue T-shirt,156087,58
1984,Apparel,Tshirts,ADIDAS Women Graphic White T-shirt,211252,22
1985,Apparel,Tshirts,ADIDAS Womens Classic Red T-shirt,60338,39
1986,Apparel,Tshirts,ADIDAS Womens Blue V Neck T-shirt,185477,35
1988,Apparel,Tshirts,ADIDAS Womens Red Tank T-shirt,222029,48
1989,Apparel,Tshirts,ADIDAS Womens Black Tank Fitted T-shirt,399705,30
1990,Apparel,Tshirts,ADIDAS Women's New Striped Tank T-shirt,316186,35
1991,Apparel,Tshirts,ADIDAS Womens Blue  Polo T-shirt,327208,36
1992,Apparel,Tshirts,Puma Men's Heroes T-shirt,188774,43
1993,Apparel,Tshirts,Puma Women Femme Fatale T-shirt,295146,31
1994,Apparel,Tshirts,Puma Women's Powergirls T-shirt,242614,24
1995,Apparel,Tshirts,ADIDAS Mens Crew Red T-shirt,149794,41
1996,Apparel,Tshirts,ADIDAS Mens Crew Grey T-shirt,158861,75
1997,Apparel,Shorts,Puma Men's Grey Sports Shorts,89953,36
1998,Apparel,Tshirts,ADIDAS Mens Fitted T-shirt,401234,29
1999,Apparel,Track Pants,Puma Men's Grey Track Pants,270843,24
2001,Apparel,Tshirts,ADIDAS Mens Grey Polo T-shirt,150425,50
2002,Apparel,Tshirts,PUMA Women Yellow Printed T-shirt,467474,48
2003,Apparel,Tshirts,ADIDAS Mens Dark Blue T-shirt,153295,47
2004,Apparel,Tshirts,ADIDAS Mens Red T-shirt,228750,31
2005,Apparel,Tshirts,ADIDAS Mens Black T-shirt,102994,35
2006,Apparel,Tshirts,Puma Men's African Splash T-shirt,403451,58
2007,Apparel,Tshirts,ADIDAS Mens Full Black T-shirt,151207,43
2008,Apparel,Tshirts,ADIDAS Mens Classic Dark Indigo T-shirt,228464,46
2009,Apparel,Tshirts,ADIDAS Mens Classic White Polo T-shirt,129536,52
2010,Apparel,Tshirts,ADIDAS Mens Classic Green Polo T-shirt,416855,26
2011,Apparel,Tshirts,ADIDAS Men Classic Blue Striped T-shirt,244589,41
2012,Apparel,Tshirts,ADIDAS Mens Graphic White T-shirt,487293,42
2014,Apparel,Tshirts,ADIDAS Men's Classic Yellow Polo T-shirt,262453,40
2015,Apparel,Tshirts,ADIDAS Mens Classic Collar Black Polo T-shirt,305845,41
2023,Apparel,Tshirts,ADIDAS Mens Chrome Graphic T-shirt,126689,32
2024,Apparel,Tshirts,ADIDAS Mens Fitted Red T-shirt,225786,36
2025,Apparel,Tshirts,ADIDAS Mens Full Grey T-shirt,137693,39
2026,Apparel,Tshirts,ADIDAS Mens Full Deep Green T-shirt,298202,27
2027,Apparel,Tshirts,ADIDAS Mens Full Navy Blue T-shirt,613188,59
2028,Apparel,Tshirts,ADIDAS Men Classic Navy Blue T-shirt,145419,47
2029,Apparel,Tshirts,ADIDAS Mens Stripped Polo T-shirt,182802,46
2030,Apparel,Tshirts,ADIDAS Men's Black Knight T-shirt,130395,59
2031,Apparel,Jackets,ADIDAS Men Collared Track Jacket,218085,30
2032,Apparel,Tshirts,ADIDAS Men's White Blood T-shirt,409406,38
2033,Apparel,Tshirts,ADIDAS Mens White T-shirt,271114,55
2034,Apparel,Tshirts,ADIDAS Men's Black Polo T-shirt,238799,26
2035,Apparel,Tshirts,ADIDAS Mens Round Neck Black T-shirt,107372,43
2036,Apparel,Tshirts,ADIDAS Mens Light Yellow T-shirt,275207,33
2037,Apparel,Tshirts,ADIDAS Mens Fitted Black T-shirt,245298,37
2038,Apparel,Tshirts,ADIDAS Mens Stylish Black Polo T-shirt,384930,41
2039,Apparel,Tshirts,ADIDAS Men's White Polo T-shirt,146664,36
2040,Apparel,Tshirts,ADIDAS Mens Fire White Polo T-shirt,370559,23
2041,Apparel,Tshirts,ADIDAS Mens Fire Grey T-shirt,428370,62
2042,Apparel,Tshirts,ADIDAS Mens Graphic White Tee,119820,39
2044,Apparel,Tshirts,ADIDAS Mens Graphic T-shirt,333597,33
2045,Apparel,Tshirts,ADIDAS Mens Multi Black T-shirt,155372,114
2046,Apparel,Tshirts,ADIDAS Mens Fitted Blue T-shirt,143107,45
2047,Apparel,Tshirts,ADIDAS Men's Navy Blue T-shirt,449341,35
2048,Apparel,Tshirts,ADIDAS Men's Crew Black T-shirt,98428,68
2049,Apparel,Tshirts,ADIDAS Men's Slim Fit White T-shirt,279732,51
2050,Apparel,Shirts,Lee Men Essential Black Shirt,65748,46
2051,Apparel,Tshirts,Lee Men's Kansas Cream T-shirt,232252,48
2052,Apparel,Tshirts,Lee Men's Trademark T-shirt,240441,40
2053,Apparel,Tshirts,Lee Mens Winning with Lee T-shirt,179544,67
2054,Apparel,Tshirts,Lee Men's Stone T-shirt,398937,34
2055,Apparel,Tshirts,Lee Men's Sahara Storm Rider T-shirt,238434,35
2056,Apparel,Tshirts,Lee Men's Ten Minutes to Midnight T-shirt,297180,44
2057,Apparel,Tshirts,Lee Men's Saddle Storm T-shirt,223905,37
2058,Apparel,Tshirts,Lee Men's Solo Storm Rider T-shirt,105181,33
2059,Apparel,Tshirts,Lee Men's Salvadore Boot T-shirt,236243,50
2060,Apparel,Tshirts,Lee Men's Catch the Legend T-shirt,89377,34
2061,Apparel,Tshirts,Lee Men's Progress Marches On T-shirt,273261,49
2062,Apparel,Tshirts,Lee Mens  T-shirt,168169,46
2065,Apparel,Tshirts,ADIDAS Women Polo Black Polo T-shirt,185757,37
2069,Apparel,Tshirts,ADIDAS Womens Tank White T-shirt,100692,25
2078,Apparel,Tshirts,ADIDAS Women Fitted Black T-shirt,241491,42
2089,Apparel,Tshirts,Adidas Mens Pocket Polo T-shirt,62249,38
2090,Apparel,Tshirts,ADIDAS Mens Polo Black Polo T-shirt,169713,36
2091,Apparel,Tshirts,ADIDAS Mens ESS 3S Polo T-shirt,172953,28
2092,Apparel,Tshirts,ADIDAS Mens Polo Blue Polo T-shirt,112255,28
2093,Apparel,Shirts,Lee Men checks Blue Shirt,245539,38
2094,Apparel,Shirts,Lee Men Checks Green Shirt,226648,39
2095,Apparel,Shirts,Lee Men Light Blue Shirt,39683,22
2096,Apparel,Shirts,Lee Men Olive Green Shirt,310359,41
2097,Apparel,Shirts,Lee Men Reversible Blue Shirt,64159,52
2098,Apparel,Shirts,Lee Men Derrick Checks Shirt,27305,31
2099,Apparel,Shirts,Lee Men Checks Dark Blue Shirt,231811,42
2100,Apparel,Shirts,Lee Men Checks Brown Shirt,273639,31
